usv.x,usv.y,usv.heading,point.x,point.y,point.degree,stanley_e_dis,stanley_et_degree,distance,delta_control,v,r
12647019.4325,2556575.90565,1.19628357271,12647010.2882,2556582.62208,0.568447280621,11.3218279897,1.41601828337,2.04385457546,2.0438545754611.34582996340.6,-1
12647019.5312,2556575.97628,1.16736350748,12647010.3566,2556582.7157,0.549488302569,11.3436616085,1.4166041179,2.03447932282,2.0344793228211.38386587640.6,-1
12647019.7442,2556576.1138,1.10865059256,12647010.3566,2556582.7157,0.549488302569,11.4535120751,1.41950250763,1.97866479762,1.9786647976211.47658522230.6,-1
12647019.8449,2556576.18859,1.07887525315,12647010.4242,2556582.81146,0.56588569273,11.5031154317,1.4207849753,1.93377453572,1.9337745357211.51575509060.6,-1
12647019.9489,2556576.25633,1.05485953223,12647010.4905,2556582.90631,0.535094345648,11.5272416823,1.42140294797,1.94116813456,1.9411681345611.56212241030.6,-1
12647020.0466,2556576.33341,1.02552055177,12647010.6952,2556583.19137,0.527575042625,11.5324527207,1.42153593012,1.91948143926,1.9194814392611.59655421460.6,-1
12647020.1383,2556576.41646,0.991643744541,12647010.6952,2556583.19137,0.527575042625,11.5698681952,1.42248563118,1.88655433309,1.8865543330911.62201404950.6,-1
12647020.3126,2556576.58329,0.942844313622,12647010.6952,2556583.19137,0.527575042625,11.6364864636,1.42415460522,1.83942387622,1.8394238762211.66880072890.6,-1
12647020.398,2556576.67245,0.923767890997,12647010.8964,2556583.48079,0.516380060926,11.6242478624,1.42385008261,1.83123791268,1.8312379126811.68907080.6,-1
12647020.4725,2556576.74916,0.904289996837,12647010.8964,2556583.48079,0.516380060926,11.6511550161,1.42451836254,1.81242829845,1.8124282984511.70542330420.6,-1
12647020.5511,2556576.8254,0.889000922177,12647010.8964,2556583.48079,0.516380060926,11.6818879223,1.42527617779,1.79789703904,1.7978970390411.72639645690.6,-1
12647020.6309,2556576.89693,0.878319515677,12647010.9677,2556583.5844,0.533763545695,11.7215041085,1.42624450222,1.7708004722,1.770800472211.75162131710.6,-1
12647020.7919,2556577.01962,0.859068522842,12647011.0495,2556583.70147,0.503931921082,11.7578230924,1.42712388472,1.78226048648,1.7822604864811.81362667460.6,-1
12647020.8758,2556577.09415,0.848404560047,12647011.1351,2556583.82505,0.51300461228,11.7903639277,1.42790508299,1.76330503076,1.7633050307611.84006488760.6,-1
12647020.963,2556577.1785,0.840463279993,12647011.1351,2556583.82505,0.51300461228,11.8248767586,1.42872677451,1.75618544222,1.7561854422211.8643883510.6,-1
12647021.1437,2556577.37803,0.816971136543,12647011.1351,2556583.82505,0.51300461228,11.8844249472,1.43012816492,1.73409468918,1.7340946891811.90531219110.6,-1
12647021.2258,2556577.48319,0.802415096973,12647011.2262,2556583.96599,0.536619955628,11.9083147493,1.43068463538,1.69647977672,1.6964797767211.91717459140.6,-1
12647021.3088,2556577.58602,0.793653563303,12647011.4134,2556584.24711,0.524858749523,11.9012126632,1.43051954577,1.69931435955,1.6993143595511.9284741830.6,-1
12647021.3914,2556577.68682,0.787143466018,12647011.4134,2556584.24711,0.524858749523,11.9222154232,1.43100692843,1.69329164492,1.6932916449211.94144189720.6,-1
12647021.4762,2556577.79899,0.777526724743,12647011.4134,2556584.24711,0.524858749523,11.9393480658,1.43140264832,1.68407062354,1.6840706235411.95145493650.6,-1
12647021.5699,2556577.91612,0.767264166903,12647011.6101,2556584.5458,0.55025861092,11.9563557082,1.43179384288,1.64879939886,1.6487993988611.96455963940.6,-1
12647021.7691,2556578.16825,0.748013240647,12647011.6101,2556584.5458,0.55025861092,11.9943365942,1.432661598,1.63041622773,1.6304162277311.99497666140.6,-1
12647021.9981,2556578.43381,0.743719692338,12647011.9224,2556585.02703,0.578086452309,12.0411763652,1.43372074998,1.59935399001,1.5993539900112.04118739930.6,-1
12647022.1134,2556578.57083,0.741625315877,12647011.9224,2556585.02703,0.578086452309,12.0629110603,1.43420813858,1.59774700215,1.5977470021512.06399181030.6,-1
12647022.2254,2556578.70951,0.738867679148,12647011.9224,2556585.02703,0.578086452309,12.0808767146,1.43460907318,1.59539030001,1.5953903000112.08562611180.6,-1
12647022.3388,2556578.8515,0.737157263938,12647012.1368,2556585.36984,0.572144276407,12.1064743544,1.43517732371,1.60019031124,1.6001903112412.10655236490.6,-1
12647022.566,2556579.13905,0.731938733203,12647012.2462,2556585.54066,0.592888732954,12.1354702614,1.43581678022,1.57486678047,1.5748667804712.1440808180.6,-1
12647022.6849,2556579.28859,0.728989149137,12647012.4745,2556585.89806,0.584796345619,12.1622755543,1.43640396049,1.58059676401,1.5805967640112.16292078920.6,-1
12647022.8072,2556579.43303,0.728133941532,12647012.4745,2556585.89806,0.584796345619,12.1845510898,1.4368890396,1.58022663551,1.5802266355112.18857716010.6,-1
12647022.9223,2556579.58029,0.724329083283,12647012.4745,2556585.89806,0.584796345619,12.1992625173,1.43720797892,1.57674071659,1.5767407165912.20948881550.6,-1
12647023.0352,2556579.73063,0.711780201647,12647012.7033,2556586.26482,0.620599915587,12.2051238188,1.43733473661,1.52851502267,1.5285150226712.22475419350.6,-0.973082885792
12647023.2719,2556580.04313,0.697520838223,12647012.9331,2556586.63819,0.612641932537,12.2509012815,1.43831862452,1.52319753021,1.5231975302112.26321971570.6,-0.96969766495
12647023.5214,2556580.3696,0.687083776753,12647012.9331,2556586.63819,0.612641932537,12.2672785106,1.43866800762,1.51310985184,1.5131098518412.30479128540.6,-0.963275649445
