12656834.343591714,2513971.4993788567,1.7582446884590874,0.0,0,3,0.2,0.7184975058032259,0.06028448823232677,0.7787819940355527,speed,w,0.9042673234849016,0.9042673234849016
12656834.399251461,2513971.434536089,1.7547365766625789,0.0,0,3,0.2,0.7149893940067173,0.054677781409218286,0.7696671754159357,speed,w,0.8201667211382743,0.9042673234849016
12656834.424854944,2513971.442941633,1.7498322014644747,0.0,0,3,0.2,0.7100850188086132,0.054296535885715085,0.7643815546943282,speed,w,0.8144480382857262,0.9042673234849016
12656834.484967468,2513971.402114707,1.7429730575041371,0.0,0,3,0.2,0.7032258748482756,0.04992004451706536,0.7531459193653409,speed,w,0.7488006677559803,0.9042673234849016
12656834.556211941,2513971.366090946,1.726444789487751,0.0,0,3,0.2,0.6904161634049955,0.05815444081987034,0.7485706042248658,speed,w,0.872316612298055,0.9042673234849016
12656834.73209674,2513971.2952442234,1.6796699655343028,0.0,0,3,0.2,0.6436413394515472,0.04811485821482404,0.6917561976663713,speed,w,0.7217228732223605,0.9042673234849016
12656834.800001627,2513971.1907753227,1.6477653468078464,0.0,0,3,0.2,0.6117367207250908,0.039815470485166427,0.6515521912102572,speed,w,0.5972320572774964,0.9042673234849016
12656834.903528754,2513971.1595547297,1.6120908168970822,0.0,0,3,0.2,0.5760621908143266,0.034507238394158625,0.6105694292084852,speed,w,0.5176085759123793,0.9042673234849016
12656835.010395464,2513971.1283341413,1.5764686468638782,0.0,0,3,0.2,0.5452944930766537,0.04634108623679559,0.5916355793134492,speed,w,0.6951162935519337,0.9042673234849016
12656835.12060176,2513971.098314343,1.5430106851031469,0.0,0,3,0.2,0.5118365313159223,0.04084912778396061,0.552685659099883,speed,w,0.6127369167594091,0.9042673234849016
12656835.231921248,2513971.0754992957,1.5071790755597032,0.0,0,3,0.2,0.47600492177247866,0.03573110304522526,0.511736024817704,speed,w,0.5359665456783789,0.9042673234849016
12656835.371070616,2513970.9446129734,1.4667397967909945,0.0,0,3,0.2,0.43556564300377,0.023478812926246078,0.4590444559300161,speed,w,0.35218219389369115,0.9042673234849016
12656835.493522054,2513970.930203471,1.4269811964305639,0.0,0,3,0.2,0.3998845683308734,0.03341475185741296,0.4332993201882863,speed,w,0.5012212778611943,0.9042673234849016
12656835.622652663,2513970.919396344,1.3924585838261159,0.0,0,3,0.2,0.3653619557264254,0.028344835167687234,0.3937067908941126,speed,w,0.4251725275153085,0.9042673234849016
12656835.914309729,2513970.9229987194,1.3202717659636305,0.0,0,3,0.2,0.29317513786394,0.01849197142851101,0.311667109292451,speed,w,0.2773795714276652,0.9042673234849016
12656836.135835515,2513970.8977820887,1.2882100676044945,0.0,0,3,0.2,0.26111343950480403,0.009413506902500342,0.2705269464073044,speed,w,0.14120260353750513,0.9042673234849016
12656836.316173093,2513970.9121915936,1.25887108287847,0.0,0,3,0.2,0.2352281645579377,0.017884407374093882,0.25311257193203157,speed,w,0.2682661106114082,0.9042673234849016
12656836.890581664,2513970.9926446513,1.181081758117083,0.0,0,3,0.2,0.1574388397965507,0.002542193369355147,0.15998103316590587,speed,w,0.038132900540327204,0.9042673234849016
12656837.09652272,2513971.0466802893,1.15727546711988,0.0,0,3,0.2,0.13363254879934772,-0.0015241820491420815,0.13210836675020562,speed,w,-0.02286273073713122,0.9042673234849016
12656837.296897806,2513971.0694953357,1.1375357932798242,0.0,0,4,0.2,0.11097738179302263,-0.008450449478228702,0.10252693231479393,speed,w,-0.12675674217343053,0.9042673234849016
12656837.493933303,2513971.098314343,1.1189305834535648,0.0,0,3,0.2,0.09944359737521746,0.004649786878472505,0.10409338425368997,speed,w,0.06974680317708758,0.9042673234849016
12656837.684289632,2513971.130735725,1.10191362324662,0.0,0,3,0.2,0.0824266371682727,-0.00015630711473943294,0.08227033005353326,speed,w,-0.002344606721091494,0.9042673234849016
12656837.873532766,2513971.1655586925,1.0861533001011112,0.0,0,3,0.2,0.0666663140227639,-0.004787143784637662,0.061879170238126245,speed,w,-0.07180715676956492,0.9042673234849016
12656838.024927275,2513971.2892402634,1.0734647564391124,0.0,0,3,0.2,0.05397777036076512,-0.0030500814305081734,0.05092768893025695,speed,w,-0.045751221457622594,0.9042673234849016
12656838.213057213,2513971.338472733,1.0625389953216278,0.0,0,3,0.2,0.04409668348786111,-0.0007940945756107269,0.04330258891225038,speed,w,-0.011911418634160903,0.9042673234849016
12656838.396734374,2513971.3985123294,1.0537948957691363,0.0,0,3,0.2,0.035352583935369664,-0.003811617268595377,0.031540966666774285,speed,w,-0.057174259028930655,0.9042673234849016
12656838.57929834,2513971.465756682,1.0457140213324025,0.0,0,3,0.2,0.027271709498635888,-0.0063813109850273065,0.02089039851360858,speed,w,-0.0957196647754096,0.9042673234849016
12656838.762975499,2513971.5366034056,1.0310008957380903,0.0,0,3,0.2,0.012558583904323628,-0.00878549909112473,0.0037730848131988983,speed,w,-0.13178248636687095,0.9042673234849016
12656838.945539463,2513971.68189924,1.0131287241976683,0.0,0,3,0.2,-0.005855207968882281,-0.005660543712955785,-0.011515751681838066,speed,w,-0.08490815569433677,0.9042673234849016
12656839.140348572,2513971.7683562594,0.9979094531202779,0.0,0,3,0.2,-0.021074479046272687,-0.007560567801175335,-0.028635046847448022,speed,w,-0.11340851701763002,0.9042673234849016
12656839.348516019,2513971.8608172443,0.9872978512681523,0.0,0,3,0.2,-0.031686080898398306,-0.009586593871420997,-0.0412726747698193,speed,w,-0.14379890807131496,0.9042673234849016
